,Enhancer_region,Gene
18234,chr13-83884683-83885582,Pik3r1
18235,chr13-83884683-83885582,Cd180
18236,chr13-83884683-83885582,Mast4
18237,chr13-83884683-83885582,1700099I09Rik
18238,chr13-83884683-83885582,Gm17160
18239,chr13-83884683-83885582,Gm30551
18240,chr13-83884683-83885582,Srek1
18241,chr13-83884683-83885582,Erbin
18242,chr13-83884683-83885582,Gm47849
18243,chr13-83884683-83885582,Gm47851
18244,chr13-83884683-83885582,Nln
18245,chr13-83884683-83885582,Sgtb
18246,chr13-83884683-83885582,Trappc13
18247,chr13-83884683-83885582,Shld3
18248,chr13-83884683-83885582,Trim23
18249,chr13-83884683-83885582,Ppwd1
18250,chr13-83884683-83885582,Cenpk
18251,chr13-83884683-83885582,Adamts6
18252,chr13-83884683-83885582,Cwc27
18253,chr13-83884683-83885582,2610204G07Rik
18254,chr13-83884683-83885582,Srek1ip1
18255,chr13-83884683-83885582,Shisal2b
18256,chr13-83884683-83885582,Rgs7bp
18257,chr13-83884683-83885582,4933425L06Rik
18258,chr13-83884683-83885582,Rnf180
18259,chr13-83884683-83885582,Htr1a
18260,chr13-83884683-83885582,Gm10739
18261,chr13-83884683-83885582,Gm30411
18262,chr13-83884683-83885582,Gm28989
18263,chr13-83884683-83885582,Ipo11
18264,chr13-83884683-83885582,Gm28988
18265,chr13-83884683-83885582,Dimt1
18266,chr13-83884683-83885582,Kif2a
18267,chr13-83884683-83885582,3830408C21Rik
18268,chr13-83884683-83885582,Gm48684
18269,chr13-83884683-83885582,Gm31452
18270,chr13-83884683-83885582,AI197445
18271,chr13-83884683-83885582,Gm32004
18272,chr13-83884683-83885582,Zswim6
18273,chr13-83884683-83885582,B230220B15Rik
18274,chr13-83884683-83885582,Ndufaf2
18275,chr13-83884683-83885582,Smim15
18276,chr13-83884683-83885582,Ercc8
18277,chr13-83884683-83885582,Elovl7
18278,chr13-83884683-83885582,Gm2822
18279,chr13-83884683-83885582,Depdc1b
18280,chr13-83884683-83885582,Pde4d
18281,chr13-83884683-83885582,Rab3c
18282,chr13-83884683-83885582,Plk2
18283,chr13-83884683-83885582,Gm33045
18284,chr13-83884683-83885582,3110015C05Rik
18285,chr13-83884683-83885582,Gpbp1
18286,chr13-83884683-83885582,Gm15290
18287,chr13-83884683-83885582,Gm15286
18288,chr13-83884683-83885582,Mier3
18289,chr13-83884683-83885582,Gm15287
18290,chr13-83884683-83885582,Map3k1
18291,chr13-83884683-83885582,Gm15327
18292,chr13-83884683-83885582,Gm15326
18293,chr13-83884683-83885582,Gm15322
18294,chr13-83884683-83885582,Gm48802
18295,chr13-83884683-83885582,Ankrd55
18296,chr13-83884683-83885582,Gm48837
18297,chr13-83884683-83885582,Il6st
18298,chr13-83884683-83885582,Il31ra
18299,chr13-83884683-83885582,Ddx4
18300,chr13-83884683-83885582,Slc38a9
18301,chr13-83884683-83885582,Gm47827
18302,chr13-83884683-83885582,Plpp1
18303,chr13-83884683-83885582,Mtrex
18304,chr13-83884683-83885582,Dhx29
18305,chr13-83884683-83885582,Ccno
18306,chr13-83884683-83885582,Mcidas
18307,chr13-83884683-83885582,Cdc20b
18308,chr13-83884683-83885582,Gpx8
18309,chr13-83884683-83885582,Gzmk
18310,chr13-83884683-83885582,Esm1
18311,chr13-83884683-83885582,BC067074
18312,chr13-83884683-83885582,4921509O07Rik
18313,chr13-83884683-83885582,Gm34471
18314,chr13-83884683-83885582,Snx18
18315,chr13-83884683-83885582,Hspb3
18316,chr13-83884683-83885582,Gm34586
18317,chr13-83884683-83885582,Arl15
18318,chr13-83884683-83885582,A430090L17Rik
18319,chr13-83884683-83885582,Ndufs4
18320,chr13-83884683-83885582,Fst
18321,chr13-83884683-83885582,4930467J12Rik
18322,chr13-83884683-83885582,4930544M13Rik
18323,chr13-83884683-83885582,Mocs2
18324,chr13-83884683-83885582,Itga2
18325,chr13-83884683-83885582,Itga1
18326,chr13-83884683-83885582,Pelo
18327,chr13-83884683-83885582,Gm10734
18328,chr13-83884683-83885582,Isl1
18329,chr13-83884683-83885582,Gm47914
18330,chr13-83884683-83885582,4930435F18Rik
18331,chr13-83884683-83885582,Parp8
18332,chr13-83884683-83885582,Emb
18333,chr13-83884683-83885582,Gm17509
18334,chr13-83884683-83885582,Hcn1
18335,chr13-83884683-83885582,4933413L06Rik
18336,chr13-83884683-83885582,Mrps30
18337,chr13-83884683-83885582,B430218F22Rik
18338,chr13-83884683-83885582,Gm10732
18339,chr13-83884683-83885582,Fgf10
18340,chr13-83884683-83885582,Gm16263
18341,chr13-83884683-83885582,Gm47336
18342,chr13-83884683-83885582,Nnt
18343,chr13-83884683-83885582,Paip1
18344,chr13-83884683-83885582,4833420G17Rik
18345,chr13-83884683-83885582,Gm9752
18346,chr13-83884683-83885582,3110070M22Rik
18347,chr13-83884683-83885582,Tmem267
18348,chr13-83884683-83885582,Gm48265
18349,chr13-83884683-83885582,Ccl28
18350,chr13-83884683-83885582,1700074H08Rik
18351,chr13-83884683-83885582,Hmgcs1
18352,chr13-83884683-83885582,Gm48342
18353,chr13-83884683-83885582,Nim1k
18354,chr13-83884683-83885582,Gm41077
18355,chr13-83884683-83885582,Zfp131
18356,chr13-83884683-83885582,D13Ertd608e
18357,chr13-83884683-83885582,Gm21761
18358,chr13-83884683-83885582,Gm21188
18359,chr13-83884683-83885582,BC147527
18360,chr13-83884683-83885582,Gm2897
18361,chr13-83884683-83885582,Gm17188
18362,chr13-83884683-83885582,Gm5795
18363,chr13-83884683-83885582,D830030K20Rik
18364,chr13-83884683-83885582,1700110I01Rik
18365,chr13-83884683-83885582,Gm2956
18366,chr13-83884683-83885582,Gm10409
18367,chr13-83884683-83885582,Gm3005
18368,chr13-83884683-83885582,Gm3020
18369,chr13-83884683-83885582,Gm3002
18370,chr13-83884683-83885582,Gm26886
18371,chr13-83884683-83885582,Gm5796
18372,chr13-83884683-83885582,Gm8108
18373,chr13-83884683-83885582,Gm2974
18374,chr13-83884683-83885582,2610042L04Rik
18375,chr13-83884683-83885582,Gm3159
18376,chr13-83884683-83885582,Gm3164
18377,chr13-83884683-83885582,Gm3173
18378,chr13-83884683-83885582,Gm26655
18379,chr13-83884683-83885582,Gm3252
18380,chr13-83884683-83885582,Gm3264
18381,chr13-83884683-83885582,Gm26650
18382,chr13-83884683-83885582,Gm3278
18383,chr13-83884683-83885582,Gm8281
18384,chr13-83884683-83885582,Gm3526
18385,chr13-83884683-83885582,Gm3500
18386,chr13-83884683-83885582,Gm3194
18387,chr13-83884683-83885582,Gm3488
18388,chr13-83884683-83885582,Gm26893
18389,chr13-83884683-83885582,Gm3383
18390,chr13-83884683-83885582,Gm8237
18391,chr13-83884683-83885582,Gm3248
18392,chr13-83884683-83885582,Gm8206
18393,chr13-83884683-83885582,Gm6337
18394,chr13-83884683-83885582,Gm3468
18395,chr13-83884683-83885582,Gm3476
18396,chr13-83884683-83885582,Gm3411
18397,chr13-83884683-83885582,Gm26630
18398,chr13-83884683-83885582,Gm16440
18399,chr13-83884683-83885582,Gm3591
18400,chr13-83884683-83885582,Gm3629
18401,chr13-83884683-83885582,Gm10251
18402,chr13-83884683-83885582,Gm26680
18403,chr13-83884683-83885582,Gm8050
18404,chr13-83884683-83885582,Gm3636
18405,chr13-83884683-83885582,Gm3667
18406,chr13-83884683-83885582,Gm10406
18407,chr13-83884683-83885582,Gm3685
18408,chr13-83884683-83885582,Gm3696
18409,chr13-83884683-83885582,Gm3512
18410,chr13-83884683-83885582,Gm3739
18411,chr13-83884683-83885582,Gm8374
18412,chr13-83884683-83885582,4933406F09Rik
18413,chr13-83884683-83885582,Gm3755
18414,chr13-83884683-83885582,Gm3752
18415,chr13-83884683-83885582,Gm3558
18416,chr13-83884683-83885582,Gm10338
18417,chr13-83884683-83885582,Gm16741
18418,chr13-83884683-83885582,Flnb
18419,chr13-83884683-83885582,Dnase1l3
18420,chr13-83884683-83885582,Abhd6
18421,chr13-83884683-83885582,Rpp14
18422,chr13-83884683-83885582,Pxk
18423,chr13-83884683-83885582,Pdhb
18424,chr13-83884683-83885582,Kctd6
18425,chr13-83884683-83885582,Acox2
18426,chr13-83884683-83885582,Fam107a
18427,chr13-83884683-83885582,Oit1
18428,chr13-83884683-83885582,4930452B06Rik
18429,chr13-83884683-83885582,Gm48370
18430,chr13-83884683-83885582,Gm48371
18431,chr13-83884683-83885582,Fhit
18432,chr13-83884683-83885582,Gm48439
18433,chr13-83884683-83885582,Fhitos
18434,chr13-83884683-83885582,Gm3839
18435,chr13-83884683-83885582,Gm48594
18436,chr13-83884683-83885582,Gm48595
18437,chr13-83884683-83885582,Ptprg
18438,chr13-83884683-83885582,Gm3848
18439,chr13-83884683-83885582,3830406C13Rik
18440,chr13-83884683-83885582,D030051J21Rik
18441,chr13-83884683-83885582,Fezf2
18442,chr13-83884683-83885582,Cadps
18443,chr13-83884683-83885582,Gm48239
18444,chr13-83884683-83885582,Gm5087
18445,chr13-83884683-83885582,Synpr
18446,chr13-83884683-83885582,Gm281
18447,chr13-83884683-83885582,Gm11100
18448,chr13-83884683-83885582,Thoc7
18449,chr13-83884683-83885582,Atxn7
18450,chr13-83884683-83885582,Psmd6
18451,chr13-83884683-83885582,Olfr720
18452,chr13-83884683-83885582,Olfr31
18453,chr13-83884683-83885582,Gm48860
18454,chr13-83884683-83885582,Il3ra
18455,chr13-83884683-83885582,Slc4a7
18456,chr13-83884683-83885582,Nek10
18457,chr13-83884683-83885582,Gm31517
18458,chr13-83884683-83885582,Gm31577
18459,chr13-83884683-83885582,Lrrc3b
18460,chr13-83884683-83885582,B230110C06Rik
18461,chr13-83884683-83885582,Gm47782
18462,chr13-83884683-83885582,Gm31804
18463,chr13-83884683-83885582,1700062C10Rik
18464,chr13-83884683-83885582,Oxsm
18465,chr13-83884683-83885582,Gm47794
18466,chr13-83884683-83885582,Ngly1
18467,chr13-83884683-83885582,5430414B19Rik
18468,chr13-83884683-83885582,Gm47798
18469,chr13-83884683-83885582,Gm48163
18470,chr13-83884683-83885582,Top2b
18471,chr13-83884683-83885582,Rarb
18472,chr13-83884683-83885582,Gm48162
18473,chr13-83884683-83885582,Thrb
18474,chr13-83884683-83885582,Gm48321
18475,chr13-83884683-83885582,Nr1d2
18476,chr13-83884683-83885582,Rpl15
18477,chr13-83884683-83885582,Nkiras1
18478,chr13-83884683-83885582,Ube2e1
18479,chr13-83884683-83885582,Ube2e2
18480,chr13-83884683-83885582,Gm48099
18481,chr13-83884683-83885582,Gm21738
18482,chr13-83884683-83885582,Gm2244
18483,chr13-83884683-83885582,Gm2237
18484,chr13-83884683-83885582,4930469B13Rik
18485,chr13-83884683-83885582,Nid2
18486,chr13-83884683-83885582,Rtraf
18487,chr13-83884683-83885582,D14Ertd670e
18488,chr13-83884683-83885582,Gm48283
18489,chr13-83884683-83885582,Gng2
18490,chr13-83884683-83885582,Saysd1
18491,chr13-83884683-83885582,Kcnk5
18492,chr13-83884683-83885582,Kcnk16
18493,chr13-83884683-83885582,Nudt13
18494,chr13-83884683-83885582,Ecd
18495,chr13-83884683-83885582,Fam149b
18496,chr13-83884683-83885582,Gm30054
18497,chr13-83884683-83885582,Dnajc9
18498,chr13-83884683-83885582,Mrps16
18499,chr13-83884683-83885582,Cfap70
18500,chr13-83884683-83885582,Anxa7
18501,chr13-83884683-83885582,Mss51
18502,chr13-83884683-83885582,Ppp3cb
18503,chr13-83884683-83885582,1810062O18Rik
18504,chr13-83884683-83885582,Usp54
18505,chr13-83884683-83885582,2810402E24Rik
18506,chr13-83884683-83885582,Myoz1
18507,chr13-83884683-83885582,Synpo2l
18508,chr13-83884683-83885582,Sec24c
18509,chr13-83884683-83885582,6230400D17Rik
18510,chr13-83884683-83885582,Fut11
18511,chr13-83884683-83885582,Chchd1
18512,chr13-83884683-83885582,Zswim8
18513,chr13-83884683-83885582,Ndst2
18514,chr13-83884683-83885582,Camk2g
18515,chr13-83884683-83885582,Gm30108
18516,chr13-83884683-83885582,Plau
18517,chr13-83884683-83885582,Vcl
18518,chr13-83884683-83885582,Ap3m1
18519,chr13-83884683-83885582,Adk
18520,chr13-83884683-83885582,Gm30363
18521,chr13-83884683-83885582,Kat6b
18522,chr13-83884683-83885582,Dupd1
18523,chr13-83884683-83885582,Dusp13
18524,chr13-83884683-83885582,Samd8
18525,chr13-83884683-83885582,Vdac2
18526,chr13-83884683-83885582,Comtd1
18527,chr13-83884683-83885582,A430057M04Rik
18528,chr13-83884683-83885582,4931407E12Rik
18529,chr13-83884683-83885582,Zfp503
18530,chr13-83884683-83885582,Lrmda
18531,chr13-83884683-83885582,4930405A10Rik
18532,chr13-83884683-83885582,Gm47601
18533,chr13-83884683-83885582,Gm10248
18534,chr13-83884683-83885582,Kcnma1
18535,chr13-83884683-83885582,Gm29626
18536,chr13-83884683-83885582,4930519K11Rik
18537,chr13-83884683-83885582,AC163638.2
18538,chr13-83884683-83885582,Dlg5
18539,chr13-83884683-83885582,Gm17105
18540,chr13-83884683-83885582,E330034G19Rik
18541,chr13-83884683-83885582,Gm47814
18542,chr13-83884683-83885582,Polr3a
18543,chr13-83884683-83885582,Rps24
18544,chr13-83884683-83885582,4930542C16Rik
18545,chr13-83884683-83885582,4930428N03Rik
18546,chr13-83884683-83885582,Gm38408
18547,chr13-83884683-83885582,Gm32224
18548,chr13-83884683-83885582,4930572O13Rik
18549,chr13-83884683-83885582,Zmiz1os1
18550,chr13-83884683-83885582,Gm26660
18551,chr13-83884683-83885582,Gm17747
18552,chr13-83884683-83885582,Zmiz1
18553,chr13-83884683-83885582,Gm47920
18554,chr13-83884683-83885582,Gm47921
18555,chr13-83884683-83885582,Ppif
18556,chr13-83884683-83885582,Ppifos
18557,chr13-83884683-83885582,Zcchc24
18558,chr13-83884683-83885582,Anxa11
18559,chr13-83884683-83885582,Tmem254a
18560,chr13-83884683-83885582,Duxbl1
18561,chr13-83884683-83885582,Tmem254c
18562,chr13-83884683-83885582,Duxbl3
18563,chr13-83884683-83885582,Gm34059
18564,chr13-83884683-83885582,4933413J09Rik
18565,chr13-83884683-83885582,Slmapos2
18566,chr13-83884683-83885582,Slmap
18567,chr13-83884683-83885582,Dennd6a
18568,chr13-83884683-83885582,Arf4os
18569,chr13-83884683-83885582,Arf4
18570,chr13-83884683-83885582,Pde12
18571,chr13-83884683-83885582,9930004E17Rik
18572,chr13-83884683-83885582,Dnah12
18573,chr13-83884683-83885582,Asb14
18574,chr13-83884683-83885582,Appl1
18575,chr13-83884683-83885582,Il17rd
18576,chr13-83884683-83885582,Arhgef3
18577,chr13-83884683-83885582,Tasor
18578,chr13-83884683-83885582,Ccdc66
18579,chr13-83884683-83885582,Erc2
18580,chr13-83884683-83885582,Gm45645
18581,chr13-83884683-83885582,Wnt5a
18582,chr13-83884683-83885582,Gm2670
18583,chr13-83884683-83885582,Gm35164
18584,chr13-83884683-83885582,Gm35217
18585,chr13-83884683-83885582,Cacna2d3
18586,chr13-83884683-83885582,Lrtm1
18587,chr13-83884683-83885582,Gm48004
18588,chr13-83884683-83885582,Gm48006
18589,chr13-83884683-83885582,Gm48003
18590,chr13-83884683-83885582,Gm41118
18591,chr13-83884683-83885582,Gm35281
18592,chr13-83884683-83885582,Gm47414
18593,chr13-83884683-83885582,Selenok
18594,chr13-83884683-83885582,Actr8
18595,chr13-83884683-83885582,Il17rb
18596,chr13-83884683-83885582,Chdh
18597,chr13-83884683-83885582,Cacna1d
18598,chr13-83884683-83885582,CT009536.1
18599,chr13-83884683-83885582,Dcp1a
18600,chr13-83884683-83885582,Tkt
18601,chr13-83884683-83885582,Prkcd
18602,chr13-83884683-83885582,Gm7644
18603,chr13-83884683-83885582,Rft1
18604,chr13-83884683-83885582,Sfmbt1
18605,chr13-83884683-83885582,1700087M22Rik
18606,chr13-83884683-83885582,Stimate
18607,chr13-83884683-83885582,Mustn1
18608,chr13-83884683-83885582,Itih4
18609,chr13-83884683-83885582,Itih3
18610,chr13-83884683-83885582,Nek4
18611,chr13-83884683-83885582,Spcs1
18612,chr13-83884683-83885582,Glt8d1
18613,chr13-83884683-83885582,Gnl3
18614,chr13-83884683-83885582,Pbrm1
18615,chr13-83884683-83885582,Smim4
18616,chr13-83884683-83885582,Nt5dc2
18617,chr13-83884683-83885582,Stab1
18618,chr13-83884683-83885582,Nisch
18619,chr13-83884683-83885582,Tnnc1
18620,chr13-83884683-83885582,Sema3g
18621,chr13-83884683-83885582,Phf7
18622,chr13-83884683-83885582,Bap1
18623,chr13-83884683-83885582,Dnah1
18624,chr13-83884683-83885582,Gm35823
18625,chr13-83884683-83885582,Capn7
18626,chr13-83884683-83885582,Sh3bp5
18627,chr13-83884683-83885582,Mettl6
18628,chr13-83884683-83885582,Eaf1
18629,chr13-83884683-83885582,Colq
18630,chr13-83884683-83885582,Hacl1
18631,chr13-83884683-83885582,Btd
18632,chr13-83884683-83885582,Ankrd28
18633,chr13-83884683-83885582,D830044D21Rik
18634,chr13-83884683-83885582,4930425P05Rik
18635,chr13-83884683-83885582,Galnt15
18636,chr13-83884683-83885582,Dph3
18637,chr13-83884683-83885582,Oxnad1
18638,chr13-83884683-83885582,Ncoa4
18639,chr13-83884683-83885582,Timm23
18640,chr13-83884683-83885582,Parg
18641,chr13-83884683-83885582,Gm17210
18642,chr13-83884683-83885582,Gm46447
18643,chr13-83884683-83885582,Gm48914
18644,chr13-83884683-83885582,Ogdhl
18645,chr13-83884683-83885582,Chat
18646,chr13-83884683-83885582,Ercc6
18647,chr13-83884683-83885582,Prrxl1
18648,chr13-83884683-83885582,Tmem273
18649,chr13-83884683-83885582,Vstm4
18650,chr13-83884683-83885582,Wdfy4
18651,chr13-83884683-83885582,Arhgap22
18652,chr13-83884683-83885582,Gm15512
18653,chr13-83884683-83885582,Mapk8
18654,chr13-83884683-83885582,Frmpd2
18655,chr13-83884683-83885582,Ptpn20
18656,chr13-83884683-83885582,Gdf10
18657,chr13-83884683-83885582,Zfp488
18658,chr13-83884683-83885582,Gm5460
18659,chr13-83884683-83885582,A630023A22Rik
18660,chr13-83884683-83885582,Antxrl
18661,chr13-83884683-83885582,Anxa8
18662,chr13-83884683-83885582,Gprin2
18663,chr13-83884683-83885582,Syt15
18664,chr13-83884683-83885582,Gm49201
18665,chr13-83884683-83885582,Shld2
18666,chr13-83884683-83885582,Glud1
18667,chr13-83884683-83885582,Fam25c
18668,chr13-83884683-83885582,Mmrn2
18669,chr13-83884683-83885582,Bmpr1a
18670,chr13-83884683-83885582,Gm17110
18671,chr13-83884683-83885582,9230112D13Rik
18672,chr13-83884683-83885582,Ldb3
18673,chr13-83884683-83885582,Gm49025
18674,chr13-83884683-83885582,5830448L01Rik
18675,chr13-83884683-83885582,Wapl
18676,chr13-83884683-83885582,A930038B10Rik
18677,chr13-83884683-83885582,Gm49032
18678,chr13-83884683-83885582,Grid1
18679,chr13-83884683-83885582,Ccser2
18680,chr13-83884683-83885582,Cdhr1
18681,chr13-83884683-83885582,2610528A11Rik
18682,chr13-83884683-83885582,Ghitm
18683,chr13-83884683-83885582,Gm31456
18684,chr13-83884683-83885582,Nrg3
18685,chr13-83884683-83885582,Gm20641
18686,chr13-83884683-83885582,Nrg3os
18687,chr13-83884683-83885582,Gm20642
18688,chr13-83884683-83885582,1700109I08Rik
18689,chr13-83884683-83885582,Sh2d4b
18690,chr13-83884683-83885582,Tspan14
18691,chr13-83884683-83885582,Prxl2a
18692,chr13-83884683-83885582,Dydc2
18693,chr13-83884683-83885582,Gm47547
18694,chr13-83884683-83885582,Dydc1
18695,chr13-83884683-83885582,Gm2832
18696,chr13-83884683-83885582,Gm8068
18697,chr13-83884683-83885582,1700024B05Rik
18698,chr13-83884683-83885582,Gm9611
18699,chr13-83884683-83885582,Gm8005
18700,chr13-83884683-83885582,Gm8104
18701,chr13-83884683-83885582,Gm9732
18702,chr13-83884683-83885582,Gm21154
18703,chr13-83884683-83885582,Gm7324
18704,chr13-83884683-83885582,Gm49965
18705,chr13-83884683-83885582,Gm49083
18706,chr13-83884683-83885582,Ear1
18707,chr13-83884683-83885582,Gm8113
18708,chr13-83884683-83885582,Gm3287
18709,chr13-83884683-83885582,4930503E14Rik
18710,chr13-83884683-83885582,Gm32857
18711,chr13-83884683-83885582,Gm8220
18712,chr13-83884683-83885582,Gm8229
18713,chr13-83884683-83885582,Gm17093
18714,chr13-83884683-83885582,AC160336.1
18715,chr13-83884683-83885582,Gm8257
18716,chr13-83884683-83885582,Gm8267
18717,chr13-83884683-83885582,Ptgdr
18718,chr13-83884683-83885582,Gm17173
18719,chr13-83884683-83885582,Gm49180
18720,chr13-83884683-83885582,Txndc16
18721,chr13-83884683-83885582,Gpr137c
18722,chr13-83884683-83885582,Gm49194
18723,chr13-83884683-83885582,Ero1l
18724,chr13-83884683-83885582,Psmc6
18725,chr13-83884683-83885582,Styx
18726,chr13-83884683-83885582,Gnpnat1
18727,chr13-83884683-83885582,Gm34250
18728,chr13-83884683-83885582,Fermt2
18729,chr13-83884683-83885582,4930527F14Rik
18730,chr13-83884683-83885582,Gm15601
18731,chr13-83884683-83885582,Gm49124
18732,chr13-83884683-83885582,Ddhd1
18733,chr13-83884683-83885582,Gm15218
18734,chr13-83884683-83885582,Gm49192
18735,chr13-83884683-83885582,Bmp4
18736,chr13-83884683-83885582,Gm15222
18737,chr13-83884683-83885582,Rubie
18738,chr13-83884683-83885582,4933425B07Rik
18739,chr13-83884683-83885582,D330046F09Rik
18740,chr13-83884683-83885582,Gm48924
18741,chr13-83884683-83885582,Cdkn3
18742,chr13-83884683-83885582,Cnih1
18743,chr13-83884683-83885582,Gm48933
18744,chr13-83884683-83885582,Gmfb
18745,chr13-83884683-83885582,Gm10101
18746,chr13-83884683-83885582,Cgrrf1
18747,chr13-83884683-83885582,Gm48949
18748,chr13-83884683-83885582,Gm34934
18749,chr13-83884683-83885582,Samd4
18750,chr13-83884683-83885582,2810457G06Rik
18751,chr13-83884683-83885582,Gm15562
18752,chr13-83884683-83885582,Gm10371
18753,chr13-83884683-83885582,Gch1
18754,chr13-83884683-83885582,Wdhd1
18755,chr13-83884683-83885582,Socs4
18756,chr13-83884683-83885582,Mapk1ip1l
18757,chr13-83884683-83885582,Gm49189
18758,chr13-83884683-83885582,Lgals3
18759,chr13-83884683-83885582,Dlgap5
18760,chr13-83884683-83885582,Gm48975
18761,chr13-83884683-83885582,Fbxo34
18762,chr13-83884683-83885582,Gm35166
18763,chr13-83884683-83885582,Atg14
18764,chr13-83884683-83885582,Ktn1
18765,chr13-83884683-83885582,Gm41148
18766,chr13-83884683-83885582,4930447J18Rik
18767,chr13-83884683-83885582,Gm49306
18768,chr13-83884683-83885582,Peli2
18769,chr13-83884683-83885582,Tmem260
18770,chr13-83884683-83885582,Gm49519
18771,chr13-83884683-83885582,4930572G02Rik
18772,chr13-83884683-83885582,Otx2
18773,chr13-83884683-83885582,Otx2os1
18774,chr13-83884683-83885582,Gm49156
18775,chr13-83884683-83885582,Gm534
18776,chr13-83884683-83885582,4933429O19Rik
18777,chr13-83884683-83885582,Exoc5
18778,chr13-83884683-83885582,Ap5m1
18779,chr13-83884683-83885582,Naa30
18780,chr13-83884683-83885582,Gm48935
18781,chr13-83884683-83885582,ccdc198
18782,chr13-83884683-83885582,Slc35f4
18783,chr13-83884683-83885582,Gm48940
18784,chr13-83884683-83885582,Armh4
18785,chr13-83884683-83885582,Gm36146
18786,chr13-83884683-83885582,Olfr722
18787,chr13-83884683-83885582,Olfr726
18788,chr13-83884683-83885582,Olfr731
18789,chr13-83884683-83885582,Olfr733
18790,chr13-83884683-83885582,Olfr736
18791,chr13-83884683-83885582,Olfr741
18792,chr13-83884683-83885582,Olfr742
18793,chr13-83884683-83885582,Olfr744
18794,chr13-83884683-83885582,Olfr747
18795,chr13-83884683-83885582,Ttc5
18796,chr13-83884683-83885582,Ccnb1ip1
18797,chr13-83884683-83885582,Parp2
18798,chr13-83884683-83885582,Tep1
18799,chr13-83884683-83885582,Gm26782
18800,chr13-83884683-83885582,Klhl33
18801,chr13-83884683-83885582,Osgep
18802,chr13-83884683-83885582,Apex1
18803,chr13-83884683-83885582,Pip4p1
18804,chr13-83884683-83885582,Pnp
18805,chr13-83884683-83885582,Olfr750
18806,chr13-83884683-83885582,Rnase4
18807,chr13-83884683-83885582,Ang
18808,chr13-83884683-83885582,Eddm3b
18809,chr13-83884683-83885582,Rnase6
18810,chr13-83884683-83885582,Rnase1
18811,chr13-83884683-83885582,Gm21718
18812,chr13-83884683-83885582,4930597G03Rik
18813,chr13-83884683-83885582,Gm7247
18814,chr13-83884683-83885582,Gm5622
18815,chr13-83884683-83885582,Gm4181
18816,chr13-83884683-83885582,Ang4
18817,chr13-83884683-83885582,AY358078
18818,chr13-83884683-83885582,Mettl17
18819,chr13-83884683-83885582,Slc39a2
18820,chr13-83884683-83885582,Ndrg2
18821,chr13-83884683-83885582,Tppp2
18822,chr13-83884683-83885582,Arhgef40
18823,chr13-83884683-83885582,Gm16617
18824,chr13-83884683-83885582,Zfp219
18825,chr13-83884683-83885582,Tmem253
18826,chr13-83884683-83885582,Gm49086
18827,chr13-83884683-83885582,Gm49256
18828,chr13-83884683-83885582,Hnrnpc
18829,chr13-83884683-83885582,Rpgrip1
18830,chr13-83884683-83885582,Supt16
18831,chr13-83884683-83885582,Gm26590
18832,chr13-83884683-83885582,Chd8
18833,chr13-83884683-83885582,Rab2b
18834,chr13-83884683-83885582,Tox4
18835,chr13-83884683-83885582,Mettl3
18836,chr13-83884683-83885582,Sall2
18837,chr13-83884683-83885582,Olfr1513
18838,chr13-83884683-83885582,Olfr1512
18839,chr13-83884683-83885582,Olfr1511
18840,chr13-83884683-83885582,Gm43647
18841,chr13-83884683-83885582,Gm30275
18842,chr13-83884683-83885582,Gm43434
18843,chr13-83884683-83885582,Traj40
18844,chr13-83884683-83885582,Traj27
18845,chr13-83884683-83885582,Trac
18846,chr13-83884683-83885582,Dad1
18847,chr13-83884683-83885582,Abhd4
18848,chr13-83884683-83885582,Olfr49
18849,chr13-83884683-83885582,Gm43305
18850,chr13-83884683-83885582,Oxa1l
18851,chr13-83884683-83885582,Slc7a7
18852,chr13-83884683-83885582,Mrpl52
18853,chr13-83884683-83885582,Mmp14
18854,chr13-83884683-83885582,Gm10366
18855,chr13-83884683-83885582,Lrp10
18856,chr13-83884683-83885582,Rem2
18857,chr13-83884683-83885582,Prmt5
18858,chr13-83884683-83885582,Haus4
18859,chr13-83884683-83885582,Ajuba
18860,chr13-83884683-83885582,4931414P19Rik
18861,chr13-83884683-83885582,Psmb5
18862,chr13-83884683-83885582,Psmb11
18863,chr13-83884683-83885582,Cdh24
18864,chr13-83884683-83885582,Gm17606
18865,chr13-83884683-83885582,Acin1
18866,chr13-83884683-83885582,4930579G18Rik
18867,chr13-83884683-83885582,1700123O20Rik
18868,chr13-83884683-83885582,Gm29776
18869,chr13-83884683-83885582,Slc7a8
18870,chr13-83884683-83885582,Rnf212b
18871,chr13-83884683-83885582,Homez
18872,chr13-83884683-83885582,Ppp1r3e
18873,chr13-83884683-83885582,Bcl2l2
18874,chr13-83884683-83885582,Pabpn1
18875,chr13-83884683-83885582,Slc22a17
18876,chr13-83884683-83885582,Efs
18877,chr13-83884683-83885582,Il25
18878,chr13-83884683-83885582,Cmtm5
18879,chr13-83884683-83885582,Gm49130
18880,chr13-83884683-83885582,Myh6
18881,chr13-83884683-83885582,Mhrt
18882,chr13-83884683-83885582,Myh7
18883,chr13-83884683-83885582,Gm17428
18884,chr13-83884683-83885582,Gm31251
18885,chr13-83884683-83885582,Ngdn
18886,chr13-83884683-83885582,Zfhx2os
18887,chr13-83884683-83885582,Zfhx2
18888,chr13-83884683-83885582,Thtpa
18889,chr13-83884683-83885582,Ap1g2
18890,chr13-83884683-83885582,Jph4
